78297103	0
78297104	0
78297105	0
78297106	0
78297107	0
78297108	0
78297109	0
78297110	0
78297111	0
78297112	0
78297113	0
78297114	0
78297115	0
78297116	0
78297117	0
78297118	0
78297119	0
78297120	0
78297121	0
78297122	0
78297123	0
78297124	0
78297125	0
78297126	0
78297127	0
78297128	0
78297129	0
78297130	0
78297131	0
78297132	0
78297133	0
78297134	0
78297135	0
78297136	0
78297137	0
78297138	0
78297139	0
78297140	0
78297141	0
78297142	0
78297143	0
78297144	0
78297145	0
78297146	0
78297147	0
78297148	0
78297149	0
78297150	0
78297151	0
78297152	0
78297153	0
78297154	0
78297155	0
78297156	0
78297157	0
78297158	0
78297159	0
78297160	0
78297161	0
78297162	0
78297163	0
78297164	0
78297165	0
78297166	0
78297167	0
78297168	0
78297169	0
78297170	0
78297171	0
78297172	0
78297173	0
78297174	0
78297175	0
78297176	0
78297177	0
78297178	0
78297179	0
78297180	0
78297181	0
78297182	0
78297183	0
78297184	0
78297185	0
78297186	0
78297187	0
78297188	0
78297189	0
78297190	0
78297191	0
78297192	0
78297193	0
78297194	0
78297195	0
78297196	0
78297197	0
78297198	0
78297199	0
78297200	0
78297201	0
78297202	0
78297203	0
78297204	0
78297205	0
78297206	0
78297207	0
78297208	0
78297209	0
78297210	0
78297211	0
78297212	0
78297213	0
78297214	0
78297215	0
78297216	0
78297217	0
78297218	0
78297219	0
78297220	0
78297221	0
78297222	0
78297223	0
78297224	0
78297225	0
78297226	0
78297227	0
78297228	0
78297229	0
78297230	0
78297231	0
78297232	0
78297233	0
78297234	0
78297235	0
78297236	0
78297237	0
78297238	0
78297239	0
78297240	0
78297241	0
78297242	0
78297243	0
78297244	0
78297245	0
78297246	0
78297247	0
78297248	0
78297249	0
78297250	0
78297251	0
78297252	0
78297253	0
78297254	0
78297255	0
78297256	0
78297257	0
78297258	0
78297259	0
78297260	0
78297261	0
78297262	0
78297263	0
78297264	0
78297265	0
78297266	0
78297267	0
78297268	0
78297269	0
78297270	0
78297271	0
78297272	0
78297273	0
78297274	0
78297275	0
78297276	0
78297277	0
78297278	0
78297279	0
78297280	0
78297281	0
78297282	0
78297283	0
78297284	0
78297285	0
78297286	0
78297287	0
78297288	0
78297289	0
78297290	0
78297291	0
78297292	0
78297293	0
78297294	0
78297295	0
78297296	0
78297297	0
78297298	0
78297299	0
78297300	0
78297301	0
78297302	0
78297303	0
78297304	0
78297305	0
78297306	0
78297307	0
78297308	0
78297309	0
78297310	0
78297311	0
78297312	0
78297313	0
78297314	0
78297315	0
78297316	0
78297317	0
78297318	0
78297319	0
78297320	0
78297321	0
78297322	0
78297323	0
78297324	0
78297325	0
78297326	0
78297327	0
78297328	0
78297329	0
78297330	0
78297331	0
78297332	0
78297333	0
78297334	0
78297335	0
78297336	0
78297337	0
78297338	0
78297339	0
78297340	0
78297341	0
78297342	0
78297343	0
78297344	0
78297345	0
78297346	0
78297347	0
78297348	0
78297349	0
78297350	0
78297351	0
78297352	0
78297353	0
78297354	0
78297355	0
78297356	0
78297357	0
78297358	0
78297359	0
78297360	0
78297361	0
78297362	0
78297363	0
78297364	0
78297365	0
78297366	0
78297367	0
78297368	0
78297369	0
78297370	0
78297371	0
78297372	0
78297373	0
78297374	0
78297375	0
78297376	0
78297377	0
78297378	0
78297379	0
78297380	0
78297381	0
78297382	0
78297383	0
78297384	0
78297385	0
78297386	0
78297387	0
78297388	0
78297389	0
78297390	0
78297391	0
78297392	0
78297393	0
78297394	0
78297395	0
78297396	0
78297397	0
78297398	0
78297399	0
78297400	0
78297401	0
78297402	0
78297403	0
78297404	0
78297405	0
78297406	0
78297407	0
78297408	0
78297409	0
78297410	0
78297411	0
78297412	0
78297413	0
78297414	0
78297415	0
78297416	0
78297417	0
78297418	0
78297419	0
78297420	0
78297421	0
78297422	0
78297423	0
78297424	0
78297425	0
78297426	0
78297427	0
78297428	0
78297429	0
78297430	0
78297431	0
78297432	0
78297433	0
78297434	0
78297435	0
78297436	0
78297437	0
78297438	0
78297439	0
78297440	0
78297441	0
78297442	0
78297443	0
78297444	0
78297445	0
78297446	0
78297447	0
78297448	0
78297449	0
78297450	0
78297451	0
78297452	0
78297453	0
78297454	0
78297455	0
78297456	0
78297457	0
78297458	0
78297459	0
78297460	0
78297461	0
78297462	0
78297463	0
78297464	0
78297465	0
78297466	0
78297467	0
78297468	0
78297469	0
78297470	0
78297471	0
78297472	0
78297473	0
78297474	0
78297475	0
78297476	0
78297477	0
78297478	0
78297479	0
78297480	0
78297481	0
78297482	0
78297483	0
78297484	0
78297485	0
78297486	0
78297487	0
78297488	0
78297489	0
78297490	0
78297491	0
78297492	0
78297493	0
78297494	0
78297495	0
78297496	0
78297497	0
78297498	0
78297499	0
78297500	0
78297501	0
78297502	0
78297503	0
78297504	0
78297505	0
78297506	0
78297507	0
78297508	0
78297509	0
78297510	0
78297511	0
78297512	0
78297513	0
78297514	0
78297515	0
78297516	0
78297517	0
78297518	0
78297519	0
78297520	0
78297521	0
78297522	0
78297523	0
78297524	0
78297525	0
78297526	0
78297527	0
78297528	0
78297529	0
78297530	0
78297531	0
78297532	0
78297533	0
78297534	0
78297535	0
78297536	0
78297537	0
78297538	0
78297539	0
78297540	0
78297541	0
78297542	0
78297543	0
78297544	0
78297545	0
78297546	0
78297547	0
78297548	0
78297549	0
78297550	0
78297551	0
78297552	0
78297553	0
78297554	0
78297555	0
78297556	0
78297557	0
78297558	0
78297559	0
78297560	0
78297561	0
78297562	0
78297563	0
78297564	0
78297565	0
78297566	0
78297567	0
78297568	0
78297569	0
78297570	0
78297571	0
78297572	0
78297573	0
78297574	0
78297575	0
78297576	0
78297577	0
78297578	0
78297579	0
78297580	0
78297581	0
78297582	0
78297583	0
78297584	0
78297585	0
78297586	0
78297587	0
78297588	0
78297589	0
78297590	0
78297591	0
78297592	0
78297593	0
78297594	0
78297595	0
78297596	0
78297597	0
78297598	0
78297599	0
78297600	0
78297601	0
78297602	0
78297603	0
78297604	0
78297605	0
78297606	0
78297607	0
78297608	0
78297609	0
78297610	0
78297611	0
78297612	0
78297613	0
78297614	0
78297615	0
78297616	0
78297617	0
78297618	0
78297619	0
78297620	0
78297621	0
78297622	0
78297623	0
78297624	0
78297625	0
78297626	0
78297627	0
78297628	0
78297629	0
78297630	0
78297631	0
78297632	0
78297633	0
78297634	0
78297635	0
78297636	0
78297637	0
78297638	0
78297639	0
78297640	0
78297641	0
78297642	0
78297643	0
78297644	0
78297645	0
78297646	0
78297647	0
78297648	0
78297649	0
78297650	0
78297651	0
78297652	0
78297653	0
78297654	0
78297655	0
78297656	0
78297657	0
78297658	0
78297659	0
78297660	0
78297661	0
78297662	0
78297663	0
78297664	0
78297665	0
78297666	0
78297667	0
78297668	0
78297669	0
78297670	0
78297671	0
78297672	0
78297673	0
78297674	0
78297675	0
78297676	0
78297677	0
78297678	0
78297679	0
78297680	0
78297681	0
78297682	0
78297683	0
78297684	0
78297685	0
78297686	0
78297687	0
78297688	0
78297689	0
78297690	0
78297691	0
78297692	0
78297693	0
78297694	0
78297695	0
78297696	0
78297697	0
78297698	0
78297699	0
78297700	0
78297701	0
78297702	0
78297703	0
78297704	0
78297705	0
78297706	0
78297707	0
78297708	0
78297709	0
78297710	0
78297711	0
78297712	0
78297713	0
78297714	0
78297715	0
78297716	0
78297717	0
78297718	0
78297719	0
78297720	0
78297721	0
78297722	0
78297723	0
78297724	0
78297725	0
78297726	0
78297727	0
78297728	0
78297729	0
78297730	0
78297731	0
78297732	0
78297733	0
78297734	0
78297735	0
78297736	0
78297737	0
78297738	0
78297739	0
78297740	0
78297741	0
78297742	0
78297743	0
78297744	0
78297745	0
78297746	0
78297747	0
78297748	0
78297749	0
78297750	0
78297751	0
78297752	0
78297753	0
78297754	0
78297755	0
78297756	0
78297757	0
78297758	0
78297759	0
78297760	0
78297761	0
78297762	0
78297763	0
78297764	0
78297765	0
78297766	0
78297767	0
78297768	0
78297769	0
78297770	0
78297771	0
78297772	0
78297773	0
78297774	0
78297775	0
78297776	0
78297777	0
78297778	0
78297779	0
78297780	0
78297781	0
78297782	0
78297783	0
78297784	0
78297785	0
78297786	0
78297787	0
78297788	0
78297789	0
78297790	0
78297791	0
78297792	0
78297793	0
78297794	0
78297795	0
78297796	0
78297797	0
78297798	0
78297799	1
78297800	1
78297801	1
78297802	1
78297803	1
78297804	1
78297805	1
78297806	1
78297807	1
78297808	1
78297809	1
78297810	1
78297811	1
78297812	1
78297813	1
78297814	1
78297815	1
78297816	1
78297817	1
78297818	1
78297819	1
78297820	1
78297821	1
78297822	1
78297823	1
78297824	1
78297825	1
78297826	1
78297827	1
78297828	1
78297829	1
78297830	1
78297831	1
78297832	1
78297833	2
78297834	2
78297835	2
78297836	2
78297837	2
78297838	2
78297839	2
78297840	2
78297841	2
78297842	2
78297843	2
78297844	2
78297845	2
78297846	2
78297847	2
78297848	2
78297849	2
78297850	2
78297851	2
78297852	2
78297853	2
78297854	2
78297855	2
78297856	2
78297857	2
78297858	2
78297859	2
78297860	2
78297861	2
78297862	2
78297863	2
78297864	2
78297865	2
78297866	2
78297867	2
78297868	2
78297869	2
78297870	2
78297871	2
78297872	2
78297873	2
78297874	2
78297875	2
78297876	2
78297877	2
78297878	2
78297879	2
78297880	2
78297881	2
78297882	2
78297883	2
78297884	2
78297885	2
78297886	2
78297887	2
78297888	2
78297889	2
78297890	2
78297891	2
78297892	2
78297893	2
78297894	1
78297895	1
78297896	1
78297897	1
78297898	1
78297899	1
78297900	1
78297901	1
78297902	1
78297903	1
78297904	1
78297905	1
78297906	1
78297907	1
78297908	1
78297909	1
78297910	1
78297911	1
78297912	1
78297913	1
78297914	1
78297915	1
78297916	1
78297917	1
78297918	1
78297919	1
78297920	1
78297921	1
78297922	1
78297923	1
78297924	1
78297925	1
78297926	1
78297927	1
78297928	0
78297929	0
78297930	0
78297931	0
78297932	0
78297933	0
78297934	0
78297935	0
78297936	0
78297937	0
78297938	0
78297939	0
78297940	0
78297941	0
78297942	0
78297943	0
78297944	0
78297945	0
78297946	0
78297947	0
78297948	0
78297949	0
78297950	0
78297951	0
78297952	0
78297953	0
78297954	0
78297955	0
78297956	0
78297957	0
78297958	0
78297959	0
78297960	0
78297961	0
78297962	0
78297963	0
78297964	0
78297965	0
78297966	0
78297967	0
78297968	0
78297969	0
78297970	0
78297971	0
78297972	0
78297973	0
78297974	0
78297975	0
78297976	0
78297977	0
78297978	0
78297979	0
78297980	0
78297981	0
78297982	0
78297983	0
78297984	0
78297985	0
78297986	0
78297987	0
78297988	0
78297989	0
78297990	0
78297991	0
78297992	0
78297993	0
78297994	0
78297995	0
78297996	0
78297997	0
78297998	0
78297999	0
78298000	0
78298001	0
78298002	0
78298003	0
78298004	0
78298005	0
78298006	0
78298007	0
78298008	0
78298009	0
78298010	0
78298011	0
78298012	0
78298013	0
78298014	0
78298015	0
78298016	0
78298017	0
78298018	0
78298019	0
78298020	0
78298021	0
78298022	0
78298023	0
78298024	0
78298025	0
78298026	0
78298027	0
78298028	0
78298029	0
78298030	0
78298031	0
78298032	0
78298033	0
78298034	0
78298035	0
78298036	0
78298037	0
78298038	0
78298039	0
78298040	0
78298041	0
78298042	0
78298043	0
78298044	0
78298045	0
78298046	0
78298047	0
78298048	0
78298049	0
78298050	0
78298051	0
78298052	0
78298053	0
78298054	0
78298055	0
78298056	0
78298057	0
78298058	0
78298059	0
78298060	0
78298061	0
78298062	0
78298063	0
78298064	0
78298065	0
78298066	0
78298067	0
78298068	0
78298069	0
78298070	0
78298071	0
78298072	0
78298073	0
78298074	0
78298075	0
78298076	0
78298077	0
78298078	0
78298079	0
78298080	0
78298081	0
78298082	0
78298083	0
78298084	0
78298085	0
78298086	0
78298087	0
78298088	0
78298089	0
78298090	0
78298091	0
78298092	0
78298093	0
78298094	0
78298095	0
78298096	0
78298097	0
78298098	0
78298099	0
78298100	0
78298101	0
78298102	0
78298103	0
78298104	0
78298105	0
78298106	0
78298107	0
78298108	0
78298109	0
78298110	0
78298111	0
78298112	0
78298113	0
78298114	0
78298115	0
78298116	0
78298117	0
78298118	0
78298119	0
78298120	0
78298121	0
78298122	0
78298123	0
78298124	0
78298125	0
78298126	0
78298127	0
78298128	0
78298129	0
78298130	0
78298131	0
78298132	0
78298133	0
78298134	0
78298135	0
78298136	0
78298137	0
78298138	0
78298139	0
78298140	0
78298141	0
78298142	0
78298143	0
78298144	0
78298145	0
78298146	0
78298147	0
78298148	0
78298149	0
78298150	0
78298151	0
78298152	0
78298153	0
78298154	0
78298155	0
78298156	0
78298157	0
78298158	0
78298159	0
78298160	0
78298161	0
78298162	0
78298163	0
78298164	0
78298165	0
78298166	0
78298167	0
78298168	0
78298169	0
78298170	0
78298171	0
78298172	0
78298173	0
78298174	0
78298175	0
78298176	0
78298177	0
78298178	0
78298179	0
78298180	0
78298181	0
78298182	0
78298183	0
78298184	0
78298185	0
78298186	0
78298187	0
78298188	0
78298189	0
78298190	0
78298191	0
78298192	0
78298193	0
78298194	0
78298195	0
78298196	0
78298197	0
78298198	0
78298199	0
78298200	0
78298201	0
78298202	0
78298203	0
78298204	0
78298205	0
78298206	0
78298207	0
78298208	0
78298209	0
78298210	0
78298211	0
78298212	0
78298213	0
78298214	0
78298215	0
78298216	0
78298217	0
78298218	0
78298219	0
78298220	0
78298221	0
78298222	0
78298223	0
78298224	0
78298225	0
78298226	0
78298227	0
78298228	0
78298229	0
78298230	0
78298231	0
78298232	0
78298233	0
78298234	0
78298235	0
78298236	0
78298237	0
78298238	0
78298239	0
78298240	0
78298241	0
78298242	0
78298243	0
78298244	0
78298245	0
78298246	0
78298247	0
78298248	0
78298249	0
78298250	0
78298251	0
78298252	0
78298253	0
78298254	0
78298255	0
78298256	0
78298257	0
78298258	0
78298259	0
78298260	0
78298261	0
78298262	0
78298263	0
78298264	0
78298265	0
78298266	0
78298267	0
78298268	0
78298269	0
78298270	0
78298271	0
78298272	0
78298273	0
78298274	0
78298275	0
78298276	0
78298277	0
78298278	0
78298279	0
78298280	0
78298281	0
78298282	0
78298283	0
78298284	0
78298285	0
78298286	0
78298287	0
78298288	0
78298289	0
78298290	0
78298291	0
78298292	0
78298293	0
78298294	0
78298295	0
78298296	0
78298297	0
78298298	0
78298299	0
78298300	0
78298301	0
